#string_protein_id	preferred_name	protein_size	annotation
59689.fgenesh2_kg.2__1233__AT1G69710.1	fgenesh2_kg.2__1233__AT1G69710.1	1027	Uncharacterized protein
59689.fgenesh2_kg.2__1234__AT1G69730.1	fgenesh2_kg.2__1234__AT1G69730.1	768	Uncharacterized protein
59689.fgenesh2_kg.2__1237__AT1G66580.1	fgenesh2_kg.2__1237__AT1G66580.1	221	60S ribosomal protein L10 
59689.fgenesh2_kg.2__1238__AT1G69780.1	fgenesh2_kg.2__1238__AT1G69780.1	293	ATHB13 
59689.fgenesh2_kg.2__1239__AT1G69790.1	fgenesh2_kg.2__1239__AT1G69790.1	387	Uncharacterized protein; Belongs to the protein kinase superfamily
59689.fgenesh2_kg.2__1241__AT1G69800.1	fgenesh2_kg.2__1241__AT1G69800.1	447	CBS domain-containing protein 
59689.fgenesh2_kg.2__1252__AT1G69960.1	fgenesh2_kg.2__1252__AT1G69960.1	307	Serine/threonine-protein phosphatase 
59689.fgenesh2_kg.2__1253__AT1G69970.1	fgenesh2_kg.2__1253__AT1G69970.1	110	Uncharacterized protein
59689.fgenesh2_kg.2__1255__AT1G69980.1	fgenesh2_kg.2__1255__AT1G69980.1	202	Uncharacterized protein
59689.fgenesh2_kg.2__1257__AT1G70000.1	fgenesh2_kg.2__1257__AT1G70000.1	249	Uncharacterized protein
59689.fgenesh2_kg.2__1258__AT1G70030.1	fgenesh2_kg.2__1258__AT1G70030.1	160	Paired amphipathic helix repeat-containing protein 
59689.fgenesh2_kg.2__1259__AT1G70040.1	fgenesh2_kg.2__1259__AT1G70040.1	193	Uncharacterized protein
59689.fgenesh2_kg.2__125__AT1G63610.1	fgenesh2_kg.2__125__AT1G63610.1	308	Uncharacterized protein
59689.fgenesh2_kg.2__1260__AT1G70060.1	fgenesh2_kg.2__1260__AT1G70060.1	1364	Paired amphipathic helix repeat-containing protein 
59689.fgenesh2_kg.2__1261__AT1G70070.1	fgenesh2_kg.2__1261__AT1G70070.1	1178	PDE317 
59689.fgenesh2_kg.2__1263__AT1G70090.1	fgenesh2_kg.2__1263__AT1G70090.1	384	Hexosyltransferase; Belongs to the glycosyltransferase 8 family
59689.fgenesh2_kg.2__1264__AT1G70100.1	fgenesh2_kg.2__1264__AT1G70100.1	451	Uncharacterized protein
59689.fgenesh2_kg.2__1269__AT1G70140.1	fgenesh2_kg.2__1269__AT1G70140.1	719	Formin-like protein; Belongs to the formin-like family
59689.fgenesh2_kg.2__1270__AT1G70160.1	fgenesh2_kg.2__1270__AT1G70160.1	525	Uncharacterized protein
59689.fgenesh2_kg.2__1271__AT1G70170.1	fgenesh2_kg.2__1271__AT1G70170.1	378	Uncharacterized protein
59689.fgenesh2_kg.2__1272__AT1G70180.2	fgenesh2_kg.2__1272__AT1G70180.2	444	Sterile alpha motif domain-containing protein 
59689.fgenesh2_kg.2__1274__AT1G70190.1	fgenesh2_kg.2__1274__AT1G70190.1	204	Uncharacterized protein
59689.fgenesh2_kg.2__1276__AT1G70220.1	fgenesh2_kg.2__1276__AT1G70220.1	138	Uncharacterized protein
59689.fgenesh2_kg.2__1278__AT1G70250.1	fgenesh2_kg.2__1278__AT1G70250.1	801	Uncharacterized protein
59689.fgenesh2_kg.2__127__AT1G63570.1	fgenesh2_kg.2__127__AT1G63570.1	263	Uncharacterized protein
59689.fgenesh2_kg.2__1280__AT1G70270.1	fgenesh2_kg.2__1280__AT1G70270.1	86	Uncharacterized protein
59689.fgenesh2_kg.2__1282__AT1G70280.2	fgenesh2_kg.2__1282__AT1G70280.2	503	NHL repeat-containing protein 
59689.fgenesh2_kg.2__1285__AT1G70310.1	fgenesh2_kg.2__1285__AT1G70310.1	340	Uncharacterized protein; Belongs to the spermidine/spermine synthase family
59689.fgenesh2_kg.2__1286__AT1G70330.1	fgenesh2_kg.2__1286__AT1G70330.1	428	Uncharacterized protein
59689.fgenesh2_kg.2__1291__AT1G70410.2	fgenesh2_kg.2__1291__AT1G70410.2	280	Carbonic anhydrase; Reversible hydration of carbon dioxide
59689.fgenesh2_kg.2__1292__AT1G70420.1	fgenesh2_kg.2__1292__AT1G70420.1	258	Uncharacterized protein
59689.fgenesh2_kg.2__1293__AT1G70430.1	fgenesh2_kg.2__1293__AT1G70430.1	604	Kinase family protein 
59689.fgenesh2_kg.2__1294__AT1G70440.1	fgenesh2_kg.2__1294__AT1G70440.1	304	Uncharacterized protein
59689.fgenesh2_kg.2__1296__AT1G70460.1	fgenesh2_kg.2__1296__AT1G70460.1	686	Uncharacterized protein
59689.fgenesh2_kg.2__1297__AT1G70470.1	fgenesh2_kg.2__1297__AT1G70470.1	151	Uncharacterized protein
59689.fgenesh2_kg.2__129__AT1G63550.1	fgenesh2_kg.2__129__AT1G63550.1	309	Uncharacterized protein
59689.fgenesh2_kg.2__1302__AT1G70490.1	fgenesh2_kg.2__1302__AT1G70490.1	182	Uncharacterized protein; Belongs to the small GTPase superfamily. Arf family
59689.fgenesh2_kg.2__1304__AT1G70505.1	fgenesh2_kg.2__1304__AT1G70505.1	334	Uncharacterized protein
59689.fgenesh2_kg.2__1305__AT1G70510.1	fgenesh2_kg.2__1305__AT1G70510.1	310	Uncharacterized protein
59689.fgenesh2_kg.2__1309__AT1G70540.1	fgenesh2_kg.2__1309__AT1G70540.1	167	Uncharacterized protein
59689.fgenesh2_kg.2__1312__AT1G70560.1	fgenesh2_kg.2__1312__AT1G70560.1	392	Alliinase C-terminal domain-containing protein 
59689.fgenesh2_kg.2__1314__AT1G31220.1	fgenesh2_kg.2__1314__AT1G31220.1	295	Phosphoribosylglycinamide formyltransferase 
59689.fgenesh2_kg.2__1319__AT1G70590.1	fgenesh2_kg.2__1319__AT1G70590.1	345	F-box family protein 
59689.fgenesh2_kg.2__131__AT1G63540.1	fgenesh2_kg.2__131__AT1G63540.1	516	Uncharacterized protein
59689.fgenesh2_kg.2__1320__AT1G70600.1	fgenesh2_kg.2__1320__AT1G70600.1	146	60S ribosomal protein L27A ; Belongs to the universal ribosomal protein uL15 family
59689.fgenesh2_kg.2__1321__AT1G70610.1	fgenesh2_kg.2__1321__AT1G70610.1	700	ATTAP1 
59689.fgenesh2_kg.2__1322__AT1G70620.2	fgenesh2_kg.2__1322__AT1G70620.2	884	Uncharacterized protein
59689.fgenesh2_kg.2__1323__AT1G70630.1	fgenesh2_kg.2__1323__AT1G70630.1	537	Uncharacterized protein
59689.fgenesh2_kg.2__1324__AT1G70650.1	fgenesh2_kg.2__1324__AT1G70650.1	471	Zinc finger (Ran-binding) family protein 
59689.fgenesh2_kg.2__1325__AT1G70660.1	fgenesh2_kg.2__1325__AT1G70660.1	159	Uncharacterized protein; Belongs to the ubiquitin-conjugating enzyme family
59689.fgenesh2_kg.2__1327__AT1G70690.1	fgenesh2_kg.2__1327__AT1G70690.1	300	Uncharacterized protein
59689.fgenesh2_kg.2__132__AT1G63522.1	fgenesh2_kg.2__132__AT1G63522.1	53	Uncharacterized protein
59689.fgenesh2_kg.2__1330__AT1G70700.3	fgenesh2_kg.2__1330__AT1G70700.3	274	Uncharacterized protein
59689.fgenesh2_kg.2__1332__AT1G70720.1	fgenesh2_kg.2__1332__AT1G70720.1	197	Uncharacterized protein
59689.fgenesh2_kg.2__1335__AT1G70740.1	fgenesh2_kg.2__1335__AT1G70740.1	410	Kinase family protein 
59689.fgenesh2_kg.2__1337__AT1G70770.1	fgenesh2_kg.2__1337__AT1G70770.1	616	Uncharacterized protein
59689.fgenesh2_kg.2__133__AT1G63520.1	fgenesh2_kg.2__133__AT1G63520.1	517	Uncharacterized protein
59689.fgenesh2_kg.2__1340__AT1G70790.2	fgenesh2_kg.2__1340__AT1G70790.2	185	C2 domain-containing protein 
59689.fgenesh2_kg.2__1343__AT1G70820.1	fgenesh2_kg.2__1343__AT1G70820.1	615	Uncharacterized protein
59689.fgenesh2_kg.2__1348__AT1G70840.1	fgenesh2_kg.2__1348__AT1G70840.1	171	Bet v I allergen family protein 
59689.fgenesh2_kg.2__1353__AT1G70880.1	fgenesh2_kg.2__1353__AT1G70880.1	159	Bet v I allergen family protein 
59689.fgenesh2_kg.2__1354__AT1G70890.1	fgenesh2_kg.2__1354__AT1G70890.1	159	Uncharacterized protein
59689.fgenesh2_kg.2__1355__AT1G70900.1	fgenesh2_kg.2__1355__AT1G70900.1	244	Uncharacterized protein
59689.fgenesh2_kg.2__1356__AT1G70920.1	fgenesh2_kg.2__1356__AT1G70920.1	208	Uncharacterized protein
59689.fgenesh2_kg.2__1358__AT1G70985.1	fgenesh2_kg.2__1358__AT1G70985.1	135	Uncharacterized protein
59689.fgenesh2_kg.2__1359__AT1G70990.1	fgenesh2_kg.2__1359__AT1G70990.1	134	Uncharacterized protein
59689.fgenesh2_kg.2__1363__AT1G71020.1	fgenesh2_kg.2__1363__AT1G71020.1	633	RING-type E3 ubiquitin transferase; Armadillo/beta-catenin repeat family protein 
59689.fgenesh2_kg.2__1365__AT1G71030.1	fgenesh2_kg.2__1365__AT1G71030.1	197	Uncharacterized protein
59689.fgenesh2_kg.2__1366__AT1G71040.1	fgenesh2_kg.2__1366__AT1G71040.1	583	Multi-copper oxidase type I family protein 
59689.fgenesh2_kg.2__1368__AT1G71060.1	fgenesh2_kg.2__1368__AT1G71060.1	512	Pentatricopeptide repeat-containing protein 
59689.fgenesh2_kg.2__1369__AT1G71070.1	fgenesh2_kg.2__1369__AT1G71070.1	395	Glycosyltransferase family 14 protein 
59689.fgenesh2_kg.2__1370__AT1G71080.1	fgenesh2_kg.2__1370__AT1G71080.1	328	Uncharacterized protein
59689.fgenesh2_kg.2__1371__AT1G71090.1	fgenesh2_kg.2__1371__AT1G71090.1	457	Auxin efflux carrier family protein 
59689.fgenesh2_kg.2__1373__AT1G71110.1	fgenesh2_kg.2__1373__AT1G71110.1	557	Uncharacterized protein
59689.fgenesh2_kg.2__1374__AT1G71120.1	GLIP6	361	GDSL-motif lipase/hydrolase 6 ; Belongs to the 'GDSL' lipolytic enzyme family
59689.fgenesh2_kg.2__1375__AT1G71130.1	fgenesh2_kg.2__1375__AT1G71130.1	154	Uncharacterized protein
59689.fgenesh2_kg.2__1377__AT1G71150.1	fgenesh2_kg.2__1377__AT1G71150.1	359	Uncharacterized protein
59689.fgenesh2_kg.2__1378__AT1G71160.1	fgenesh2_kg.2__1378__AT1G71160.1	460	3-ketoacyl-CoA synthase 
59689.fgenesh2_kg.2__137__AT1G63460.1	fgenesh2_kg.2__137__AT1G63460.1	167	Glutathione peroxidase ; Belongs to the glutathione peroxidase family
59689.fgenesh2_kg.2__1380__AT1G71190.1	fgenesh2_kg.2__1380__AT1G71190.1	276	Uncharacterized protein
59689.fgenesh2_kg.2__1385__AT1G71240.1	fgenesh2_kg.2__1385__AT1G71240.1	825	Uncharacterized protein
59689.fgenesh2_kg.2__1389__AT1G71270.1	fgenesh2_kg.2__1389__AT1G71270.1	707	Uncharacterized protein
59689.fgenesh2_kg.2__138__AT1G63440.1	fgenesh2_kg.2__138__AT1G63440.1	973	Uncharacterized protein
59689.fgenesh2_kg.2__1393__AT5G24670.1	fgenesh2_kg.2__1393__AT5G24670.1	400	Hydrolase/ zinc ion binding protein 
59689.fgenesh2_kg.2__1395__AT3G13630.1	fgenesh2_kg.2__1395__AT3G13630.1	193	Uncharacterized protein
59689.fgenesh2_kg.2__1399__AT1G71380.1	fgenesh2_kg.2__1399__AT1G71380.1	484	Endoglucanase; Glycosyl hydrolase family 9 protein 
59689.fgenesh2_kg.2__139__AT1G63430.1	fgenesh2_kg.2__139__AT1G63430.1	663	Uncharacterized protein
59689.fgenesh2_kg.2__13__AT1G64620.1	fgenesh2_kg.2__13__AT1G64620.1	345	Uncharacterized protein
59689.fgenesh2_kg.2__1400__AT1G71390.1	fgenesh2_kg.2__1400__AT1G71390.1	768	Uncharacterized protein
59689.fgenesh2_kg.2__1401__AT1G71400.1	fgenesh2_kg.2__1401__AT1G71400.1	832	Uncharacterized protein
59689.fgenesh2_kg.2__1405__AT1G71440.1	fgenesh2_kg.2__1405__AT1G71440.1	531	Uncharacterized protein
59689.fgenesh2_kg.2__1406__AT1G71450.1	fgenesh2_kg.2__1406__AT1G71450.1	183	Uncharacterized protein
59689.fgenesh2_kg.2__1407__AT1G71460.1	fgenesh2_kg.2__1407__AT1G71460.1	688	Pentatricopeptide repeat-containing protein 
59689.fgenesh2_kg.2__1409__AT1G71490.1	fgenesh2_kg.2__1409__AT1G71490.1	682	Pentatricopeptide repeat-containing protein 
59689.fgenesh2_kg.2__140__AT1G63420.1	fgenesh2_kg.2__140__AT1G63420.1	571	Uncharacterized protein
59689.fgenesh2_kg.2__1410__AT1G71500.1	fgenesh2_kg.2__1410__AT1G71500.1	286	Uncharacterized protein
59689.fgenesh2_kg.2__1411__AT1G71520.1	fgenesh2_kg.2__1411__AT1G71520.1	147	Uncharacterized protein
59689.fgenesh2_kg.2__1412__AT1G71528.1	fgenesh2_kg.2__1412__AT1G71528.1	162	Uncharacterized protein
59689.fgenesh2_kg.2__1415__AT1G71680.1	fgenesh2_kg.2__1415__AT1G71680.1	451	Amino acid permease 
59689.fgenesh2_kg.2__1418__AT1G71691.2	fgenesh2_kg.2__1418__AT1G71691.2	384	GDSL-motif lipase/hydrolase family protein ; Belongs to the 'GDSL' lipolytic enzyme family
59689.fgenesh2_kg.2__1419__AT1G71692.1	fgenesh2_kg.2__1419__AT1G71692.1	212	Uncharacterized protein
59689.fgenesh2_kg.2__1426__AT1G71730.1	fgenesh2_kg.2__1426__AT1G71730.1	171	Uncharacterized protein
59689.fgenesh2_kg.2__1429__AT1G71780.1	fgenesh2_kg.2__1429__AT1G71780.1	190	Uncharacterized protein
59689.fgenesh2_kg.2__142__AT1G63310.1	fgenesh2_kg.2__142__AT1G63310.1	154	Uncharacterized protein
59689.fgenesh2_kg.2__1430__AT1G71790.1	fgenesh2_kg.2__1430__AT1G71790.1	257	F-actin capping protein beta subunit family protein 
59689.fgenesh2_kg.2__1432__AT1G71810.1	fgenesh2_kg.2__1432__AT1G71810.1	692	ABC1 family protein 
59689.fgenesh2_kg.2__1435__AT1G71820.1	fgenesh2_kg.2__1435__AT1G71820.1	785	Uncharacterized protein
59689.fgenesh2_kg.2__1437__AT1G71840.1	fgenesh2_kg.2__1437__AT1G71840.1	400	Transducin family protein 
59689.fgenesh2_kg.2__1438__AT1G71850.1	fgenesh2_kg.2__1438__AT1G71850.1	469	Uncharacterized protein
59689.fgenesh2_kg.2__1442__AT1G71865.1	fgenesh2_kg.2__1442__AT1G71865.1	99	Uncharacterized protein
59689.fgenesh2_kg.2__1445__AT1G71890.1	fgenesh2_kg.2__1445__AT1G71890.1	511	Uncharacterized protein
59689.fgenesh2_kg.2__1447__AT1G71910.1	fgenesh2_kg.2__1447__AT1G71910.1	173	Uncharacterized protein
59689.fgenesh2_kg.2__1449__AT5G10330.1	fgenesh2_kg.2__1449__AT5G10330.1	417	EMB2196 
59689.fgenesh2_kg.2__144__AT1G63290.1	fgenesh2_kg.2__144__AT1G63290.1	227	Ribulose-phosphate 3-epimerase ; Belongs to the ribulose-phosphate 3-epimerase family
59689.fgenesh2_kg.2__1454__AT1G71940.1	fgenesh2_kg.2__1454__AT1G71940.1	272	Uncharacterized protein
59689.fgenesh2_kg.2__1456__AT1G71960.1	fgenesh2_kg.2__1456__AT1G71960.1	661	Uncharacterized protein
59689.fgenesh2_kg.2__1463__AT1G72030.1	fgenesh2_kg.2__1463__AT1G72030.1	257	Uncharacterized protein
59689.fgenesh2_kg.2__1466__AT1G72050.2	fgenesh2_kg.2__1466__AT1G72050.2	392	Uncharacterized protein
59689.fgenesh2_kg.2__1467__AT1G72060.1	fgenesh2_kg.2__1467__AT1G72060.1	82	Serine-type endopeptidase inhibitor 
59689.fgenesh2_kg.2__1470__AT1G72100.1	fgenesh2_kg.2__1470__AT1G72100.1	467	Uncharacterized protein
59689.fgenesh2_kg.2__1471__AT1G72110.1	fgenesh2_kg.2__1471__AT1G72110.1	425	Uncharacterized protein
59689.fgenesh2_kg.2__1479__AT1G72170.1	fgenesh2_kg.2__1479__AT1G72170.1	101	Uncharacterized protein
59689.fgenesh2_kg.2__1481__AT1G72180.1	fgenesh2_kg.2__1481__AT1G72180.1	977	Uncharacterized protein; Belongs to the protein kinase superfamily. Ser/Thr protein kinase family
59689.fgenesh2_kg.2__1482__AT1G72190.1	fgenesh2_kg.2__1482__AT1G72190.1	373	Oxidoreductase family protein ; Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family
59689.fgenesh2_kg.2__1483__AT1G72200.1	fgenesh2_kg.2__1483__AT1G72200.1	403	Zinc finger family protein 
59689.fgenesh2_kg.2__1484__AT1G72230.1	fgenesh2_kg.2__1484__AT1G72230.1	181	Uncharacterized protein
59689.fgenesh2_kg.2__1487__AT1G72280.1	fgenesh2_kg.2__1487__AT1G72280.1	469	Uncharacterized protein
59689.fgenesh2_kg.2__1488__AT1G72300.1	fgenesh2_kg.2__1488__AT1G72300.1	1096	Uncharacterized protein; Belongs to the protein kinase superfamily. Ser/Thr protein kinase family
59689.fgenesh2_kg.2__1489__AT1G72310.1	fgenesh2_kg.2__1489__AT1G72310.1	324	Uncharacterized protein
59689.fgenesh2_kg.2__148__AT1G63280.1	fgenesh2_kg.2__148__AT1G63280.1	109	Uncharacterized protein; Belongs to the serpin family
59689.fgenesh2_kg.2__1490__AT1G72320.1	fgenesh2_kg.2__1490__AT1G72320.1	753	APUM23 
59689.fgenesh2_kg.2__1492__AT1G72330.1	fgenesh2_kg.2__1492__AT1G72330.1	535	ALAAT2 
59689.fgenesh2_kg.2__1493__AT1G72340.1	fgenesh2_kg.2__1493__AT1G72340.1	382	Eukaryotic translation initiation factor 2B family protein ; Belongs to the eIF-2B alpha/beta/delta subunits family
59689.fgenesh2_kg.2__14__AT1G64610.1	fgenesh2_kg.2__14__AT1G64610.1	644	WD-40 repeat family protein 
59689.fgenesh2_kg.2__1503__AT1G72416.1	fgenesh2_kg.2__1503__AT1G72416.1	179	Heat shock protein binding protein 
59689.fgenesh2_kg.2__1509__AT1G72450.1	fgenesh2_kg.2__1509__AT1G72450.1	274	Uncharacterized protein
59689.fgenesh2_kg.2__1512__AT1G72490.1	fgenesh2_kg.2__1512__AT1G72490.1	285	Uncharacterized protein
59689.fgenesh2_kg.2__1513__AT1G72500.1	fgenesh2_kg.2__1513__AT1G72500.1	757	Uncharacterized protein
59689.fgenesh2_kg.2__1514__AT1G72510.1	fgenesh2_kg.2__1514__AT1G72510.1	151	Uncharacterized protein
59689.fgenesh2_kg.2__1515__AT1G72520.1	fgenesh2_kg.2__1515__AT1G72520.1	921	Lipoxygenase; Plant lipoxygenase may be involved in a number of diverse aspects of plant physiology including growth and development, pest resistance, and senescence or responses to wounding
59689.fgenesh2_kg.2__1519__AT1G72550.2	fgenesh2_kg.2__1519__AT1G72550.2	591	Uncharacterized protein
59689.fgenesh2_kg.2__151__AT1G63240.1	fgenesh2_kg.2__151__AT1G63240.1	548	Uncharacterized protein
59689.fgenesh2_kg.2__1520__AT1G72560.1	fgenesh2_kg.2__1520__AT1G72560.1	978	tRNA nucleus export receptor which facilitates tRNA translocation across the nuclear pore complex. 
59689.fgenesh2_kg.2__1523__AT1G72610.1	fgenesh2_kg.2__1523__AT1G72610.1	208	Uncharacterized protein
59689.fgenesh2_kg.2__1527__AT1G72640.1	fgenesh2_kg.2__1527__AT1G72640.1	311	Uncharacterized protein
59689.fgenesh2_kg.2__1528__AT1G72645.1	fgenesh2_kg.2__1528__AT1G72645.1	146	Uncharacterized protein
59689.fgenesh2_kg.2__1530__AT1G72650.2	fgenesh2_kg.2__1530__AT1G72650.2	627	Uncharacterized protein
59689.fgenesh2_kg.2__1531__AT1G72660.1	fgenesh2_kg.2__1531__AT1G72660.1	399	Uncharacterized protein
59689.fgenesh2_kg.2__1534__AT1G72670.1	IQD8	414	IQ-domain 8 
59689.fgenesh2_kg.2__1538__AT1G72710.1	fgenesh2_kg.2__1538__AT1G72710.1	465	Uncharacterized protein; Belongs to the protein kinase superfamily
59689.fgenesh2_kg.2__1540__AT1G72740.1	fgenesh2_kg.2__1540__AT1G72740.1	292	DNA-binding family protein 
59689.fgenesh2_kg.2__1542__AT1G72750.1	fgenesh2_kg.2__1542__AT1G72750.1	188	Mitochondrial import inner membrane translocase subunit TIM23; Essential component of the TIM23 complex, a complex that mediates the translocation of transit peptide-containing proteins across the mitochondrial inner membrane
59689.fgenesh2_kg.2__1543__AT1G72760.1	fgenesh2_kg.2__1543__AT1G72760.1	707	Kinase family protein 
59689.fgenesh2_kg.2__1546__AT1G72790.1	fgenesh2_kg.2__1546__AT1G72790.1	552	Uncharacterized protein
59689.fgenesh2_kg.2__1548__AT1G72820.1	fgenesh2_kg.2__1548__AT1G72820.1	349	Mitochondrial substrate carrier family protein ; Belongs to the mitochondrial carrier (TC 2.A.29) family
59689.fgenesh2_kg.2__1553__AT1G72880.1	fgenesh2_kg.2__1553__AT1G72880.1	381	Uncharacterized protein
59689.fgenesh2_kg.2__1557__AT1G72980.1	fgenesh2_kg.2__1557__AT1G72980.1	204	LOB domain family protein 
59689.fgenesh2_kg.2__1561__AT1G73010.1	fgenesh2_kg.2__1561__AT1G73010.1	294	Uncharacterized protein
59689.fgenesh2_kg.2__1562__AT1G73020.1	fgenesh2_kg.2__1562__AT1G73020.1	667	Uncharacterized protein
59689.fgenesh2_kg.2__1563__AT1G73030.1	fgenesh2_kg.2__1563__AT1G73030.1	203	SNF7 family protein ; Belongs to the SNF7 family
59689.fgenesh2_kg.2__1565__AT1G73050.1	fgenesh2_kg.2__1565__AT1G73050.1	552	Uncharacterized protein; Belongs to the GMC oxidoreductase family
59689.fgenesh2_kg.2__1567__AT1G73066.1	fgenesh2_kg.2__1567__AT1G73066.1	598	Uncharacterized protein
59689.fgenesh2_kg.2__1569__AT1G73090.1	fgenesh2_kg.2__1569__AT1G73090.1	306	Uncharacterized protein
59689.fgenesh2_kg.2__1571__AT1G73110.1	fgenesh2_kg.2__1571__AT1G73110.1	419	Uncharacterized protein
59689.fgenesh2_kg.2__1572__AT1G73120.1	fgenesh2_kg.2__1572__AT1G73120.1	109	Uncharacterized protein
59689.fgenesh2_kg.2__1579__AT1G73180.1	fgenesh2_kg.2__1579__AT1G73180.1	511	Eukaryotic translation initiation factor 2A; Functions in the early steps of protein synthesis of a small number of specific mRNAs. Acts by directing the binding of methionyl-tRNAi to 40S ribosomal subunits. In contrast to the eIF- 2 complex, it binds methionyl-tRNAi to 40 S subunits in a codon- dependent manner, whereas the eIF-2 complex binds methionyl-tRNAi to 40 S subunits in a GTP-dependent manner. May act by impiging the expression of specific proteins
59689.fgenesh2_kg.2__1580__AT1G73190.1	ALPHA-TIP	268	Alpha-tonoplast intrinsic protein ; Belongs to the MIP/aquaporin (TC 1.A.8) family
59689.fgenesh2_kg.2__1582__AT1G73210.1	fgenesh2_kg.2__1582__AT1G73210.1	316	Uncharacterized protein
59689.fgenesh2_kg.2__1584__AT1G73220.1	fgenesh2_kg.2__1584__AT1G73220.1	528	Sugar transporter family protein 
59689.fgenesh2_kg.2__1586__AT1G73240.1	fgenesh2_kg.2__1586__AT1G73240.1	519	Uncharacterized protein
59689.fgenesh2_kg.2__1588__AT1G73260.1	fgenesh2_kg.2__1588__AT1G73260.1	209	Uncharacterized protein
59689.fgenesh2_kg.2__1589__AT1G73270.1	fgenesh2_kg.2__1589__AT1G73270.1	427	Uncharacterized protein; Belongs to the peptidase S10 family
59689.fgenesh2_kg.2__158__AT1G63190.1	fgenesh2_kg.2__158__AT1G63190.1	226	Uncharacterized protein
59689.fgenesh2_kg.2__1591__AT1G73320.1	fgenesh2_kg.2__1591__AT1G73320.1	309	Uncharacterized protein
59689.fgenesh2_kg.2__1596__AT1G73350.2	fgenesh2_kg.2__1596__AT1G73350.2	180	Uncharacterized protein
59689.fgenesh2_kg.2__160__AT1G63180.1	UGE3	351	Belongs to the NAD(P)-dependent epimerase/dehydratase family
59689.fgenesh2_kg.2__1610__AT1G73460.1	fgenesh2_kg.2__1610__AT1G73460.1	1161	Kinase family protein 
59689.fgenesh2_kg.2__1616__AT1G73530.1	fgenesh2_kg.2__1616__AT1G73530.1	181	RNA recognition motif-containing protein 
59689.fgenesh2_kg.2__1619__AT1G73560.1	fgenesh2_kg.2__1619__AT1G73560.1	147	Protease inhibitor/seed storage/lipid transfer protein family protein 
59689.fgenesh2_kg.2__1620__AT1G73570.1	fgenesh2_kg.2__1620__AT1G73570.1	619	Uncharacterized protein
59689.fgenesh2_kg.2__1622__AT1G73590.1	PIN1	622	Auxin efflux carrier component; May act as a component of the auxin efflux carrier
59689.fgenesh2_kg.2__1627__AT1G73610.1	fgenesh2_kg.2__1627__AT1G73610.1	345	GDSL-motif lipase/hydrolase family protein ; Belongs to the 'GDSL' lipolytic enzyme family
59689.fgenesh2_kg.2__1628__AT1G73620.1	fgenesh2_kg.2__1628__AT1G73620.1	244	Uncharacterized protein
59689.fgenesh2_kg.2__1629__AT1G73630.1	fgenesh2_kg.2__1629__AT1G73630.1	163	Uncharacterized protein
59689.fgenesh2_kg.2__162__AT1G63160.1	fgenesh2_kg.2__162__AT1G63160.1	334	Uncharacterized protein
59689.fgenesh2_kg.2__1630__AT1G73640.1	fgenesh2_kg.2__1630__AT1G73640.1	232	Uncharacterized protein
59689.fgenesh2_kg.2__1636__AT1G73660.1	fgenesh2_kg.2__1636__AT1G73660.1	1045	Uncharacterized protein
59689.fgenesh2_kg.2__1637__AT1G73670.1	fgenesh2_kg.2__1637__AT1G73670.1	574	Mitogen-activated protein kinase; ATMPK15 
59689.fgenesh2_kg.2__1639__AT1G73690.1	AT_CDKD_1	398	Cyclin-dependent kinase D1_1 ; Belongs to the protein kinase superfamily
59689.fgenesh2_kg.2__163__AT1G63140.2	fgenesh2_kg.2__163__AT1G63140.2	381	Uncharacterized protein; Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O- methyltransferase family
